code,name,board,close,score,stop_pct,target_pct,max_hold,signal_date,regime,alloc_krw,shares,stop_price,target_price,ret5d
095610,테스,KOSDAQ,214000.0,0.5770081061164334,0.03,0.15,7,2026-07-15,STRONG_BULL,2000000.0,9,207580,246100,0.5770081061164334
240810,원익IPS,KOSDAQ,142700.0,0.38948393378773116,0.03,0.15,7,2026-07-15,STRONG_BULL,2000000.0,14,138419,164105,0.38948393378773116
089970,브이엠,KOSDAQ,115900.0,0.3635294117647059,0.03,0.15,7,2026-07-15,STRONG_BULL,2000000.0,17,112423,133285,0.3635294117647059
353200,대덕전자,KOSPI,143200.0,0.35477767265846727,0.03,0.15,7,2026-07-15,STRONG_BULL,2000000.0,13,138904,164680,0.35477767265846727
042700,한미반도체,KOSPI,269500.0,0.35291164658634533,0.03,0.15,7,2026-07-15,STRONG_BULL,2000000.0,7,261415,309925,0.35291164658634533
