code,entry_date,exit_date,entry_price,exit_price,shares,pnl_krw,pnl_pct,hold_days,reason
066570,2014-05-30,2014-06-17,74200.0,77800.0,26,85417.81508000009,0.044225422270737,10,time
011070,2014-05-30,2014-06-17,132000.0,143500.0,15,163877.02537499997,0.08267109027733577,10,time
000660,2014-06-02,2014-06-18,44200.0,49000.0,45,207211.90139999986,0.10405925109398306,10,time
180640,2014-06-05,2014-06-18,26508.0,24652.44,77,-150821.80974953412,-0.07380694743940264,8,stop
034730,2014-06-05,2014-06-20,173000.0,172500.0,11,-13282.660325000063,-0.006971834379370656,10,time
064760,2014-06-20,2014-06-27,11100.0,10323.0,181,-148456.08871215,-0.07380694743940253,5,stop
051910,2014-06-17,2014-07-01,288500.0,294000.0,7,30110.18517499999,0.01489259407322141,10,time
067310,2014-06-18,2014-07-02,5024.0,5663.0,422,260174.32616350055,0.12257534943040382,10,time
034220,2014-06-18,2014-07-02,28051.0,29947.0,75,133158.89167500008,0.0632209974317981,10,time
000250,2014-07-01,2014-07-08,8060.0,9672.0,255,401425.1441069995,0.19508780975560924,5,target
010130,2014-06-25,2014-07-09,391000.0,411000.0,5,91693.21400000015,0.04684801749692147,10,time
095340,2014-06-27,2014-07-10,15037.0,18044.399999999998,128,375924.4033318397,0.19508780975560946,9,target
000720,2014-07-02,2014-07-16,57405.0,58378.0,40,29394.97505400004,0.012786867548020941,10,time
016360,2014-07-03,2014-07-17,44570.0,45783.0,52,53391.896550200414,0.023010717112427637,10,time
034220,2014-07-09,2014-07-23,30686.0,30224.0,73,-42806.86172529962,-0.019087587117535998,10,time
047040,2014-07-10,2014-07-24,9700.0,9580.0,235,-37458.71188999945,-0.016413984754403588,10,time
058470,2014-07-11,2014-07-25,7108.0,7028.0,322,-35063.92003520019,-0.015302343959573306,10,time
006400,2014-07-16,2014-07-25,170840.0,158881.19999999998,13,-164107.85751958028,-0.07380694743940275,7,stop
098460,2014-07-18,2014-08-01,5050.0,5290.0,490,107112.31342000002,0.04323671841702548,10,time
071050,2014-07-24,2014-08-07,44500.0,46700.0,49,98546.07511000056,0.04514233549788349,10,time
047810,2014-07-28,2014-08-11,34900.0,35000.0,62,-2685.963070000056,-0.0012398915604981964,10,time
005490,2014-07-29,2014-08-12,338000.0,325500.0,6,-83090.04584999988,-0.04092435385736948,10,time
000720,2014-07-29,2014-08-12,63048.0,59643.0,34,-124213.73691390012,-0.05787888807927011,10,time
095340,2014-08-01,2014-08-18,19983.0,20052.0,141,-1846.7821930497885,-0.0006546914369094381,10,time
034730,2014-08-07,2014-08-22,190000.0,218000.0,11,298526.76260000025,0.14267167774878464,10,time
030200,2014-08-11,2014-08-26,34700.0,34650.0,67,-12868.029212500434,-0.0055285156572558725,10,time
058470,2014-08-14,2014-08-29,8038.0,8069.0,248,-504.11484520020895,-0.0002525983953292066,10,time
042700,2014-08-14,2014-08-29,3180.0,3030.0,627,-101943.9729495002,-0.05107021395191391,10,time
095340,2014-08-26,2014-09-01,22589.0,21007.769999999997,106,-176929.12563804165,-0.07380694743940286,4,stop
032830,2014-08-20,2014-09-03,108500.0,109000.0,25,1346.7818750003353,0.0004959390427148325,10,time
058610,2014-08-29,2014-09-15,7400.0,6881.999999999999,262,-143261.49260620004,-0.07380694743940264,8,stop
071050,2014-08-28,2014-09-16,50100.0,53500.0,48,152863.5268799998,0.06349297774326534,10,time
006800,2014-08-29,2014-09-17,11582.0,11339.0,168,-48677.828010000056,-0.024988439329789225,10,time
047810,2014-09-02,2014-09-19,37050.0,39850.0,60,158394.42900000047,0.07117069767793649,10,time
032640,2014-09-04,2014-09-23,11850.0,12850.0,229,217203.8161200001,0.07994925143175702,10,time
180640,2014-09-22,2014-09-24,28513.0,26517.089999999997,75,-158015.84505933756,-0.07380694743940264,2,stop
000720,2014-09-19,2014-09-29,63340.0,58906.2,34,-159130.50341293984,-0.07380694743940253,6,stop
131290,2014-09-16,2014-09-30,10750.0,11000.0,202,41451.882175000384,0.019067124597806906,10,time
030200,2014-09-24,2014-09-30,36700.0,34131.0,67,-181692.63676985027,-0.07380694743940264,4,stop
028300,2014-09-22,2014-10-07,2378.0,2605.0,905,196009.67211024975,0.0909741184515569,10,time
000250,2014-11-11,2014-11-14,10300.0,10400.0,219,12591.127964999992,0.005575503354234623,3,time
028300,2014-11-18,2014-11-20,2817.0,3098.7000000000003,803,216267.8986467449,0.0954971589426421,2,target
028300,2014-11-24,2014-11-25,2875.0,2788.75,802,-78418.000661375,-0.03397068711421558,1,stop
028300,2014-11-27,2014-11-28,2819.0,3100.9,812,218847.0885508596,0.09549715894264188,1,target
028300,2015-03-11,2015-03-12,5012.0,5513.200000000001,465,222819.7504071002,0.0954971589426421,1,target
000990,2015-03-30,2015-04-02,6000.0,5820.0,396,-80807.18619599938,-0.03397068711421536,3,stop
039490,2015-04-07,2015-04-08,81200.0,78764.0,29,-80086.17931579985,-0.03397068711421547,1,stop
021240,2015-04-08,2015-04-09,101500.0,98455.0,23,-79395.78121824935,-0.03397068711421536,1,stop
028300,2015-04-07,2015-04-10,6562.0,7546.299999999999,360,343622.1045545996,0.14529248434912567,3,target
064760,2015-04-10,2015-04-13,14500.0,16675.0,191,402850.34142875066,0.14529248434912612,1,target
028300,2015-04-13,2015-04-14,7858.0,7622.26,404,-107968.46764637204,-0.03397068711421558,1,stop
196170,2015-04-14,2015-04-15,6376.0,6184.72,481,-104303.03191427607,-0.03397068711421558,1,stop
058470,2015-04-07,2015-04-16,8619.0,8870.0,274,58892.91710009985,0.024909006510060783,7,time
028050,2015-04-07,2015-04-16,26805.0,28987.0,88,181782.9291431997,0.07697601011583188,7,time
096770,2015-04-07,2015-04-16,102822.0,118245.29999999999,22,329041.8168407697,0.14529248434912567,7,target
064760,2015-04-15,2015-04-16,16650.0,16150.5,178,-100794.7212664499,-0.03397068711421558,1,stop
010170,2015-04-16,2015-04-17,1007.0,976.79,2586,-88564.88012936711,-0.03397068711421558,1,stop
051910,2015-04-16,2015-04-17,277000.0,268690.0,9,-84786.32794049941,-0.03397068711421536,1,stop
034020,2015-04-16,2015-04-17,24710.0,23968.7,105,-88240.01891617524,-0.03397068711421569,1,stop
009540,2015-04-09,2015-04-20,124452.0,129904.0,18,88666.16480999999,0.03953523472565523,7,time
016360,2015-04-16,2015-04-20,64697.0,62756.09,40,-88013.1738269804,-0.03397068711421569,2,stop
068270,2015-04-17,2015-04-20,65680.0,63709.6,38,-84882.91565463971,-0.03397068711421547,1,stop
024110,2015-04-17,2015-04-20,15150.0,14695.5,166,-85531.14165164996,-0.03397068711421558,1,stop
005830,2015-04-20,2015-04-21,52700.0,51119.0,46,-82446.45655569993,-0.03397068711421558,1,stop
000100,2015-04-20,2015-04-22,31718.0,30766.46,76,-81982.83552782796,-0.03397068711421558,2,stop
028260,2015-04-21,2015-04-22,165000.0,160050.0,14,-78562.54213499976,-0.03397068711421547,1,stop
141080,2015-04-22,2015-04-23,13262.0,12864.14,174,-78480.51059749769,-0.03397068711421547,1,stop
