code,name,board,close,score,stop_pct,target_pct,max_hold,signal_date,regime,alloc_krw,shares,stop_price,target_price,ret5d
018260,삼성에스디에스,KOSPI,362000.0,0.8592706728299948,0.03,0.15,7,2026-06-01,STRONG_BULL,2000000.0,5,351140,416300,0.8592706728299948
011070,LG이노텍,KOSPI,1530000.0,0.7708333333333333,0.03,0.15,7,2026-06-01,STRONG_BULL,2000000.0,1,1484100,1759500,0.7708333333333333
064400,LG씨엔에스,KOSPI,143700.0,0.7271634615384615,0.03,0.15,7,2026-06-01,STRONG_BULL,2000000.0,13,139389,165255,0.7271634615384615
066570,LG전자,KOSPI,380500.0,0.6054852320675106,0.03,0.15,7,2026-06-01,STRONG_BULL,2000000.0,5,369085,437575,0.6054852320675106
009150,삼성전기,KOSPI,2005000.0,0.49626865671641784,0.03,0.15,7,2026-06-01,STRONG_BULL,2000000.0,0,1944850,2305750,0.49626865671641784
